"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL389545";"";"0";"549.71";"2";"6.68";"17";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)Cc4cccc(C(=O)O)c4)cc3)C[C@@]21C";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"15.50";"0.28";"1.84";"10.95";"0";"CHEMBL906013";"Displacement of radiolabeled Dexamethasone from human GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143774";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL116221";"";"0";"369.89";"1";"6.43";"28";"CCCOC1Oc2ccc(Cl)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3";"Ki";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"17.80";"0.35";"0.16";"21.60";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL440227";"";"0";"563.74";"2";"6.60";"14";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)Cc4ccc(CC(=O)O)cc4)cc3)C[C@@]21C";"Ki";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"15.51";"0.28";"2.14";"11.23";"0";"CHEMBL906013";"Displacement of radiolabeled Dexamethasone from human GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143774";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL97206";"";"0";"459.61";"1";"7.15";"13";"COc1cccc2c1-c1ccc3c(c1C(c1cccc(OCSC)c1)O2)C(C)=CC(C)(C)N3";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"18.27";"0.35";"1.25";"21.14";"1";"CHEMBL680190";"Binding affinity for glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134574";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL3735564";"";"0";"549.03";"1";"4.96";"25";"O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1cccc(Cl)c1)C2";"Ki";"'='";"0.25";"nM";"9.60";"";"";"UO_0000065";"17.49";"0.35";"4.64";"11.28";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3736390";"";"0";"571.55";"2";"5.53";"16";"O=C(c1ccco1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2";"Ki";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"17.09";"0.33";"4.24";"11.44";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3735209";"";"0";"588.61";"2";"5.39";"13";"O=C(c1nccs1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2";"Ki";"'='";"0.23";"nM";"9.64";"";"";"UO_0000065";"16.37";"0.33";"4.25";"11.32";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL270838";"";"0";"564.73";"1";"4.66";"78";"CC(C)(C)c1ccc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(CN3CCOCC3)C2)cc1";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"16.02";"0.31";"4.39";"13.37";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2426114";"";"0";"451.57";"0";"4.87";"4a";"CC(C)(CNS(C)(=O)=O)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"0.53";"nM";"9.28";"";"";"UO_0000065";"20.54";"0.40";"4.41";"14.50";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426111";"";"0";"478.53";"1";"6.18";"3k";"CC(C)C[C@@H](c1ccc2c(cnn2-c2ccc(F)cc2)c1)C(C)(C)CNC(=O)NCC(F)(F)F";"Ki";"'='";"1.42";"nM";"8.85";"";"";"UO_0000065";"18.49";"0.36";"2.67";"15.01";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426127";"";"0";"491.61";"1";"6.68";"3f";"CC(C)(CNC(=O)Cc1ccccc1)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426123";"";"0";"469.48";"1";"6.00";"3b";"CC(C)(CNC(=O)C(F)(F)F)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"1.74";"nM";"8.76";"";"";"UO_0000065";"18.66";"0.35";"2.76";"18.67";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426155";"";"0";"376.49";"0";"4.59";"9";"CC(C)(C(=O)Nc1nccs1)C(c1ccccc1)c1ccn2cncc2c1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"20.57";"0.39";"3.15";"13.06";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL396020";"";"0";"391.47";"0";"3.05";"32";"COc1cccc(C2CCN(c3[nH]c(=O)[nH]c(=O)c3Cc3ccccc3)CC2)c1";"Ki";"'='";"9.2";"nM";"8.04";"";"";"UO_0000065";"20.53";"0.38";"4.99";"10.28";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL438503";"";"0";"376.46";"0";"1.99";"10";"Cn1c(=O)[nH]c(N2CCN(c3ccccc3)CC2)c(Cc2ccccc2)c1=O";"Ki";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"16.81";"0.31";"4.34";"10.32";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL2426140";"";"0";"453.57";"1";"5.65";"16";"CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1ccn2c(-c3ccccc3)ncc2c1";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"18.79";"0.35";"2.87";"11.81";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426652";"";"0";"483.60";"1";"5.68";"5k";"COc1ccc(-n2ncc3cc(C(c4ccccc4)C(C)(C)C(=O)Nc4nncs4)ccc32)cc1";"Ki";"'='";"8.8";"nM";"8.06";"";"";"UO_0000065";"16.66";"0.31";"2.38";"9.83";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL3582109";"";"0";"298.39";"0";"4.01";"3a";"Cc1noc(C)c1-c1ccc2c(c1)C(C)(C)C(=O)C(C)(C)N2";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"26.13";"0.48";"3.79";"14.14";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL569543";"";"0";"444.58";"1";"6.84";"15, diastereomer2";"CC12Cn3cnc(-c4ccc(F)cc4)c3C=C1CCCC2C(O)c1csc2ccccc12";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"18.34";"0.35";"1.31";"21.43";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1090477";"";"0";"464.61";"0";"4.99";"4";"CC#C[C@@]1(O)CC[C@@]2(Cc3ccccc3)c3ccc(C(=O)NCc4ccncc4)cc3CC[C@@H]2C1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.72";"0.34";"3.71";"13.98";"0";"CHEMBL1106116";"Displacement of [3H]DEX from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156190";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL1092578";"";"0";"362.47";"0";"1.78";"13";"C[C@]12C[C@H](O)[C@H]3C(CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"20.75";"0.40";"5.74";"7.93";"0";"CHEMBL1106116";"Displacement of [3H]DEX from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156190";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL4474698";"";"0";"429.86";"0";"2.52";"(S)-32";"CNC(=O)C[C@H]1COc2cc(Cl)cc(C)c2N1C(=O)c1ccc2c(c1)NC(=O)CO2";"Ki";"'>'";"12589.25";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL1095097";"EPLERENONE";"4";"414.50";"0";"3.12";"Eplerenone";"COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13";"Ki";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"13.27";"0.25";"2.38";"6.69";"0";"CHEMBL4423291";"Binding affinity to recombinant human GR LBD by fluormone GS red-fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422622";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4081121";"";"0";"542.64";"1";"4.93";"21";"Cc1cccc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C)ccn3)C2)c1";"Ki";"'='";"0.08";"nM";"10.10";"";"";"UO_0000065";"18.61";"0.35";"5.17";"11.86";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4105376";"";"0";"542.64";"1";"4.93";"22";"Cc1ccc(C(=O)[C@]23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(S(=O)(=O)c2cccc(C)c2)C3)nc1";"Ki";"'='";"0.14";"nM";"9.85";"";"";"UO_0000065";"18.16";"0.35";"4.92";"11.57";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4069516";"";"0";"570.62";"1";"4.96";"39";"Cc1cnc(C(=O)[C@]23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(S(=O)(=O)c2ccc(F)c(F)c2)C3)s1";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"15.57";"0.31";"3.93";"10.43";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3582116";"";"0";"337.47";"0";"3.94";"12b";"Cc1ncn(C)c1-c1cc2c(c3c1CCC3)NC(C)(C)C(=O)C2(C)C";"Ki";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"21.22";"0.39";"3.22";"15.26";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL2426121";"";"0";"451.57";"0";"4.87";"4h";"CCS(=O)(=O)NCC(C)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"0.87";"nM";"9.06";"";"";"UO_0000065";"20.06";"0.39";"4.19";"14.16";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426112";"";"0";"472.61";"1";"6.42";"3l";"CC(C)(C)NC(=O)NCC(C)(C)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"5.14";"nM";"8.29";"";"";"UO_0000065";"17.54";"0.32";"1.87";"14.06";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426128";"";"0";"463.52";"1";"6.39";"3g";"CC(C)C[C@@H](c1ccc2c(cnn2-c2ccc(F)cc2)c1)C(C)(C)CNC(=O)CC(F)(F)F";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"19.17";"0.37";"2.50";"18.94";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426126";"";"0";"471.62";"1";"6.88";"3e";"CC(C)(C)CC(=O)NCC(C)(C)[C@@H](c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"18.49";"0.34";"1.84";"18.59";"0";"CHEMBL2428109";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424625";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL112987";"";"0";"367.92";"1";"7.24";"18";"CCCCC1Oc2ccc(Cl)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3";"Ki";"'='";"394.0";"nM";"6.41";"";"";"UO_0000065";"17.41";"0.34";"-0.84";"30.12";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL3315054";"";"0";"543.60";"1";"4.68";"17";"CC(C)(C(=O)NC(=O)C1CC1)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"8.5";"nM";"8.07";"";"";"UO_0000065";"14.85";"0.28";"3.39";"8.25";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL409835";"";"0";"506.65";"1";"4.52";"75";"O=S(=O)(c1ccccc1)N1CCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@]2(CN2CCCCC2)C1";"Ki";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"17.96";"0.35";"4.58";"15.57";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL256894";"";"0";"492.62";"0";"4.13";"72";"O=S(=O)(c1ccccc1)N1CCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@]2(CN2CCCC2)C1";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"17.91";"0.34";"4.69";"15.10";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL3735376";"";"0";"532.57";"1";"4.45";"22";"O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(F)cc1)C2";"Ki";"'='";"0.13";"nM";"9.89";"";"";"UO_0000065";"18.56";"0.36";"5.44";"11.61";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3735203";"";"0";"583.47";"2";"5.62";"33";"O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(Cl)c(Cl)c1)C2";"Ki";"'='";"0.64";"nM";"9.19";"";"";"UO_0000065";"15.76";"0.32";"3.57";"10.80";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3735124";"";"0";"528.61";"1";"4.62";"24";"Cc1cccc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3ccccn3)C2)c1";"Ki";"'='";"0.14";"nM";"9.85";"";"";"UO_0000065";"18.64";"0.35";"5.23";"11.57";"1";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3735251";"";"0";"588.61";"2";"5.39";"21";"O=C(c1cncs1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2";"Ki";"'='";"0.33";"nM";"9.48";"";"";"UO_0000065";"16.11";"0.32";"4.09";"11.13";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
